Lane,Lib,Type,ReadLength,Volume/G,NoneN_Bases,SingleReadsCount,VolumeRatio/%,OnemisRatio/%,QualifiedRatio/%,DiscardRatio/%,GC/%,Q20/%,Q30/%,R1_GC/%,R2_GC/%,R1_Q20/%,R2_Q20/%,R1_Q30/%,R2_Q30/%
2,HUMRNIULKPEI-533-v109,PE,100,0.54,5.3648e+08,5369084,0.54,2.08,100.00,0.00,50.80,97.41,90.40,50.68,50.92,97.81,97.02,91.35,89.45
2,HUMRNIUKXPEI-520-v109,PE,100,3.48,3.4749e+09,34776572,3.51,1.62,100.00,0.00,50.91,97.11,89.58,50.80,51.01,97.71,96.52,91.03,88.14
2,HUMRNIULHPEI-530-v109,PE,100,4.04,4.0326e+09,40358982,4.07,2.30,100.00,0.00,49.43,97.31,90.06,49.32,49.55,97.78,96.84,91.22,88.90
2,HUMRNIUKUPEI-517-v109,PE,100,0.48,4.7814e+08,4785250,0.48,3.19,100.00,0.00,51.22,97.37,90.26,51.12,51.32,97.84,96.89,91.44,89.09
2,HUMRNIULCPEI-525-v109,PE,100,2.18,2.1776e+09,21794220,2.20,1.83,100.00,0.00,48.41,97.35,90.20,48.35,48.47,97.87,96.82,91.49,88.91
2,HUMRNIULMPEI-535-v109,PE,100,3.88,3.8737e+09,38769114,3.91,1.52,100.00,0.00,49.08,97.37,90.30,48.92,49.24,97.82,96.93,91.36,89.24
2,HUMRNIULQPEI-539-v109,PE,100,3.94,3.9323e+09,39355896,3.97,2.07,100.00,0.00,48.48,97.29,89.98,48.43,48.52,97.76,96.82,91.17,88.80
2,HUMRNIULGPEI-529-v109,PE,100,0.40,4.0048e+08,4008028,0.40,3.11,100.00,0.00,49.53,97.16,89.60,49.42,49.64,97.70,96.63,90.95,88.26
2,HUMRNIUKWPEI-519-v109,PE,100,0.37,3.7274e+08,3730424,0.38,3.42,100.00,0.00,49.49,97.29,89.98,49.44,49.55,97.75,96.83,91.11,88.85
2,HUMRNIULFPEI-528-v109,PE,100,3.97,3.9641e+09,39674080,4.00,4.12,100.00,0.00,48.56,97.46,90.39,48.42,48.70,97.84,97.08,91.37,89.41
2,HUMRNIUKSPEI-515-v109,PE,100,0.19,1.9463e+08,1947878,0.20,1.91,100.00,0.00,48.11,97.64,91.08,48.17,48.04,97.92,97.36,91.72,90.45
2,HUMRNIULSPEI-541-v109,PE,100,4.22,4.2156e+09,42190506,4.25,1.82,100.00,0.00,49.35,97.17,89.58,49.25,49.45,97.64,96.71,90.71,88.44
2,HUMRNIUKMPEI-509-v109,PE,100,0.34,3.3518e+08,3354578,0.34,4.56,100.00,0.00,48.89,97.46,90.45,48.89,48.88,97.87,97.05,91.48,89.41
2,HUMRNIULBPEI-524-v109,PE,100,2.26,2.2610e+09,22627726,2.28,2.26,100.00,0.00,51.17,97.28,90.07,51.13,51.22,97.79,96.77,91.30,88.83
2,HUMRNIUKYPEI-521-v109,PE,100,0.43,4.2856e+08,4289070,0.43,2.09,100.00,0.00,49.31,97.31,90.05,49.27,49.36,97.66,96.96,90.87,89.22
2,HUMRNIUKKPEI-507-v109,PE,100,0.42,4.2320e+08,4235652,0.43,2.79,100.00,0.00,49.36,97.65,91.06,49.36,49.36,98.00,97.29,91.96,90.16
2,HUMRNIULEPEI-527-v109,PE,100,0.69,6.9100e+08,6915650,0.70,3.16,100.00,0.00,50.31,97.25,89.90,50.24,50.38,97.81,96.68,91.34,88.46
2,HUMRNIUKRPEI-514-v109,PE,100,2.60,2.5931e+09,25950808,2.62,2.00,100.00,0.00,48.61,97.07,89.20,48.64,48.58,97.35,96.79,89.89,88.51
2,HUMRNIUKLPEI-508-v109,PE,100,3.06,3.0557e+09,30583682,3.08,1.59,100.00,0.00,55.49,97.99,92.53,55.51,55.47,98.29,97.69,93.24,91.82
2,HUMRNIULNPEI-536-v109,PE,100,4.17,4.1637e+09,41670924,4.20,3.20,100.00,0.00,47.90,97.38,90.12,47.79,48.01,97.84,96.92,91.32,88.92
2,HUMRNIUKPPEI-512-v109,PE,100,2.41,2.4075e+09,24094766,2.43,6.14,100.00,0.00,49.64,97.42,90.34,49.54,49.75,97.73,97.11,91.05,89.62
2,HUMRNIULAPEI-523-v109,PE,100,0.47,4.6963e+08,4700076,0.47,1.95,100.00,0.00,50.28,96.87,88.94,50.17,50.38,97.62,96.12,90.71,87.16
2,HUMRNIUKNPEI-510-v109,PE,100,3.03,3.0319e+09,30343376,3.06,2.95,100.00,0.00,50.51,97.01,89.25,50.43,50.59,97.67,96.35,90.87,87.63
2,HUMRNIUKTPEI-516-v109,PE,100,3.10,3.0971e+09,30996004,3.12,2.00,100.00,0.00,50.65,97.33,90.30,50.59,50.71,97.81,96.86,91.44,89.17
2,HUMRNIUKVPEI-518-v109,PE,100,3.38,3.3747e+09,33775426,3.40,2.58,100.00,0.00,49.06,97.89,91.82,48.99,49.12,98.03,97.75,92.10,91.55
2,HUMRNIULJPEI-532-v109,PE,100,3.43,3.4277e+09,34304828,3.46,1.65,100.00,0.00,49.78,97.53,90.71,49.70,49.86,97.79,97.27,91.31,90.12
2,HUMRNIUKZPEI-522-v109,PE,100,3.46,3.4584e+09,34612578,3.49,2.57,100.00,0.00,49.98,97.30,90.05,49.87,50.09,97.74,96.86,91.14,88.97
2,HUMRNIUKOPEI-511-v109,PE,100,0.00,2.8288e+06,28310,0.00,2.54,100.00,0.00,49.75,97.37,90.24,49.82,49.69,97.77,96.96,91.17,89.30
2,HUMRNIULLPEI-534-v109,PE,100,4.23,4.2234e+09,42271068,4.26,8.10,100.00,0.00,48.23,97.99,91.97,48.18,48.28,98.11,97.87,92.31,91.62
2,HUMRNIULUPEI-543-v109,PE,100,4.19,4.1856e+09,41890814,4.22,2.08,100.00,0.00,47.84,97.41,90.28,47.71,47.97,97.75,97.08,91.06,89.51
2,HUMRNIULTPEI-542-v109,PE,100,3.11,3.1070e+09,31094592,3.13,1.48,100.00,0.00,50.88,97.39,90.39,50.82,50.93,97.77,97.00,91.30,89.48
2,HUMRNIUKHPEI-504-v109,PE,100,4.53,4.5215e+09,45251034,4.56,1.39,100.00,0.00,53.31,97.73,91.59,53.30,53.32,98.15,97.32,92.60,90.57
2,HUMRNIULOPEI-537-v109,PE,100,2.10,2.0961e+09,20978040,2.11,1.28,100.00,0.00,48.15,97.53,90.66,48.05,48.25,97.67,97.39,90.89,90.43
2,Total,PE,100,99.20,NA,991954112,100.00,NA,100.00,0.00,49.78,97.42,90.41,49.71,49.86,97.82,97.02,91.39,89.43
3,Undetermined,PE,100,4.74,NA,47381042,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,HUMRNIULDPEI-526-v109,PE,100,3.31,3.3024e+09,33060966,3.59,2.31,100.00,0.00,50.43,97.36,90.53,50.38,50.49,97.70,97.03,91.27,89.79
3,HUMRNIUKJPEI-506-v109,PE,100,3.25,3.2466e+09,32501088,3.53,2.63,100.00,0.00,51.16,96.91,89.25,51.07,51.25,97.45,96.37,90.49,88.00
3,HUMRNIULPPEI-538-v109,PE,100,3.48,3.4750e+09,34787328,3.78,1.53,100.00,0.00,49.21,97.02,89.36,49.15,49.27,97.29,96.75,89.92,88.81
